id,designer_id,"image","created_at","updated_at",likes_count
39,7,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/f2a278d05b692e4e181d86a09b34811ba9e969e5.jpeg",NULL,NULL,0
40,7,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/8d7e952913f069428891c525a63eec910158843d.jpeg",NULL,NULL,1
41,8,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/82af7c5fe4af3a3530df66a1fdb285f065224c02.jpeg",NULL,NULL,0
42,8,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/e6fdd8c62dd433f219d20e293e12aa51a0d59450.jpeg",NULL,NULL,1
43,8,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/8b09623b6de44405d9ac36b01ce5dfd7d862bb44.jpeg",NULL,NULL,0
44,8,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/f26a7211bbfcd850d68701e4d9e66f1dd399f61e.jpeg",NULL,NULL,0
45,8,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/3884c741d09af1f671916cc96cc9b04f5b3c0e6a.jpeg",NULL,NULL,0
46,8,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/d59e3f05b0eb992daadac6709e69e23eb27f87f7.jpeg",NULL,NULL,0
47,8,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/6bfe778cb98b05e505028134689438a40f2cb6ec.jpeg",NULL,NULL,0
48,8,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/b8345c0c9a384764e67c24567959b847983ec2cd.jpeg",NULL,NULL,0
49,8,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/91b1a7a6e4fd27b8ad2a8b790d4b11993502af1f.jpeg",NULL,NULL,0
50,8,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/8b61853d8d4cad39e8e7b3275186a5f058cd4b75.jpeg",NULL,NULL,1
51,9,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/9b03b46d9f809c49f07558804bf610124a1de092.jpeg",NULL,NULL,0
52,9,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/65bff5f0909943efa7540d5714537ab2d372778f.jpeg",NULL,NULL,0
53,9,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/3ea453067f83647d79c20e44fdf187f9e87be79c.jpeg",NULL,NULL,0
54,9,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/85e89a770a1da7ffad383f5fe00a547d017972cb.jpeg",NULL,NULL,0
55,9,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/ce7b2d3131ac200a382e4384f88d5c61829d93c1.jpeg",NULL,NULL,0
56,9,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/ebaef968eba54438aedfa951219309c82d67b797.jpeg",NULL,NULL,0
57,9,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/d5feab4ff3564293b4d046597d96514a00b79586.jpeg",NULL,NULL,0
58,9,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/232300bca5f440baf1f1864afbc8c874525c0644.jpeg",NULL,NULL,0
59,9,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/eed723652335147a1660a6742aed8cea9d81a432.jpeg",NULL,NULL,0
60,9,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/873a15d51150a3f64c8934497f8cc7e7acee140e.jpeg",NULL,NULL,1
61,10,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/3961ecf9fa809ce3fb6223fc4cc02d603bfc5a0b.jpeg",NULL,NULL,0
62,10,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/4cecd8e9fdb02dc68b87d4919e6608a30d04903d.jpeg",NULL,NULL,0
63,10,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/a1c80498c84f5a139948507743b9f1aef8600152.jpeg",NULL,NULL,0
64,10,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/7a2238bc372406b47286a6f3b11fcb7e246a4ad0.jpeg",NULL,NULL,0
65,10,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/b005c6d5d80131fa68c1b606c6243a7226ffaed3.jpeg",NULL,NULL,0
66,10,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/96ec93ebc84a47e6a01fa1f982623ef31e2ba1e6.jpeg",NULL,NULL,0
67,10,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/075ab1b9820748fc03f73478d712525bc85a5b9d.jpeg",NULL,NULL,1
68,10,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/5719f1b54dd7af912b7ed2a64c558c250d78d66f.jpeg",NULL,NULL,0
69,10,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/b66543a893bcd54177e4d9e6ae055ef3a2651c69.jpeg",NULL,NULL,0
70,10,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/7ca1687167cb65913c85184191f7f5dde15098ba.jpeg",NULL,NULL,0
71,11,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/9e9a9c46dfc7caf0faf33a2ac272edf87a97ddb3.jpeg",NULL,NULL,0
72,11,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/e0a35827e73cf0b851caec4547e0fd70882ae201.jpeg",NULL,NULL,0
73,11,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/84eedadac5a07df801271b7a6a82f2e03d8ebad8.jpeg",NULL,NULL,0
74,11,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/77f2a26e330156f4b1398d6c69aa04e078b0f0c0.jpeg",NULL,NULL,0
75,11,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/3bf5ae9998bacfc413e8de57861aaf014260a888.jpeg",NULL,NULL,0
76,11,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/f54fcedd1d29afd382c3662896c7d8889f8df839.jpeg",NULL,NULL,0
77,11,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/a96d5b020a619dfe544c060f506927ca0dbdd613.jpeg",NULL,NULL,0
78,11,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/c1d3823a2076b9c912d5e8b4ffef7bff5d402d5d.jpeg",NULL,NULL,0
79,11,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/682a9cb89b49271a82c93b3c01039c12f09522c6.jpeg",NULL,NULL,0
80,11,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/cae91afc6111343b3964d314d3da9e3f09de0ca1.JPG",NULL,NULL,0
81,12,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/e7ba9728bccdbe198c8035558e797dc6285b3445.jpeg",NULL,NULL,0
82,12,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/872b6dcb3082a3dcf09aa0924be2308f33366175.jpeg",NULL,NULL,0
83,12,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/b060864e079cedb62616079ab088113690f4db9d.jpeg",NULL,NULL,0
84,12,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/6b999670211ccdbdb4deccc055398e22a78761ca.jpeg",NULL,NULL,0
85,12,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/98b5d953d11a0669bc2f5e8c24f0ac44732dcedd.jpeg",NULL,NULL,0
86,12,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/92df46331194606b5a4329494387d8df5c344f7a.jpeg",NULL,NULL,0
87,12,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/537a994e6c4cc2c37542437352688a6296f987f6.jpeg",NULL,NULL,0
88,12,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/f7c3aa30f456f05f9efafc688e2cb7e9ff2cb162.jpeg",NULL,NULL,0
89,12,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/31922cee3235ea7f67aa5cf42d7f9630cf4b5604.jpeg",NULL,NULL,0
90,12,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/9308caaef963bf6ce4eed2e551bbada94b121bc0.jpeg",NULL,NULL,0
91,13,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/9ab0eb825c4749d228841f2165ccf4a4fd1a3246.jpeg",NULL,NULL,0
92,13,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/bc4281ba5db98350b2fc42bda06bfdfaccf2c053.jpeg",NULL,NULL,0
93,13,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/578786fefe7bf76c3fcafc9c53e7c28e58b3093a.jpeg",NULL,NULL,0
94,13,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/44a693e120e73a382aac67c4001654c6fa5a6a9b.jpeg",NULL,NULL,0
95,13,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/2a6d4518c767a9b62977454a049c4103f8ba83ae.jpeg",NULL,NULL,0
96,13,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/1207409209c66cc6f70017daeffa37360684aaef.jpeg",NULL,NULL,0
97,13,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/3d96f936448dd4e1ce2e36d02111ce00b0bd297d.jpeg",NULL,NULL,0
98,13,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/391dacfcc3760d7e20667f34d72b2a4a48481e7b.jpeg",NULL,NULL,0
99,13,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/a7f56fce3681e61296744d2470c7137739a45861.jpeg",NULL,NULL,0
100,13,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/9b95a569ba7e10ae01f9d3bfe63939468fe05d52.jpeg",NULL,NULL,0
101,14,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/0144f30de3cca2f556a4405f0b2384d8d964f56e.jpeg",NULL,NULL,0
102,14,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/d5afb6221d9d3345fca81211d8e927e8a36e2900.jpeg",NULL,NULL,0
103,14,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/13bc0fd957dcb02cd52b3464e4d430a5ed722752.jpeg",NULL,NULL,0
104,14,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/49a1370fd276b3c5ef064c63257535e4c5d1166d.jpeg",NULL,NULL,0
105,14,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/dac085a30957b47d5fe1d401f82805089a5d2d29.jpeg",NULL,NULL,0
106,14,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/b1271b1bf400a7a4ac6ec16a2a05ad9057fc0a03.jpeg",NULL,NULL,0
107,14,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/f09ccb64d79f97ab5ebc772c9b9294c139f4e79c.jpeg",NULL,NULL,0
108,14,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/0b39535d5b9aafee6fd5187641708822114fffa6.jpeg",NULL,NULL,0
109,14,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/00513a42b1c5da933ef331123a60a2307da55bb4.jpeg",NULL,NULL,0
110,14,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/8da2a147f02aeb5009f33ee6cc728f9b25ec9c82.jpeg",NULL,NULL,0
111,15,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/3fefc1631b2b31a1ce76d10469c3ec58b4bbdc88.jpeg",NULL,NULL,0
112,15,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/665f3ddbc9f104bde90cdc4d6b8e3123caebdde1.jpeg",NULL,NULL,0
113,15,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/150a057d8765513201b299f312026416727de232.jpeg",NULL,NULL,0
114,15,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/c1ee4c573f7534c47b900c7972ea4389a8ecec51.jpeg",NULL,NULL,0
115,15,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/401f2894a9d045fb06b1f323a6e47ad0c1d9dc9f.jpeg",NULL,NULL,0
116,15,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/968249dc1a8b96e9ccb4b0d586d620c53e869dd7.jpeg",NULL,NULL,0
117,15,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/02381c81ee9838e09977fc3b251f49803750eabb.jpeg",NULL,NULL,0
118,15,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/3c5db7e4a90812ff79ade34d148bcc281b656eca.jpeg",NULL,NULL,0
119,15,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/66964b418ea7f6476348150136453b089ff8e20a.jpeg",NULL,NULL,0
120,15,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/75eaea1e742a82cc28881ea4ae32609095c14ae7.jpeg",NULL,NULL,0
121,16,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/e8b57d1d7ae6897544d2bb57f0eeb856b622c954.jpeg",NULL,NULL,0
122,16,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/a3c9ef8f83eb3fd883c167965a2cdec2f4c0fbcf.jpeg",NULL,NULL,0
123,16,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/b3588298040f695ed77e2f71e7780f1439df8294.jpeg",NULL,NULL,0
124,16,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/c18bfc8df12a4e4fae0c4eba6603f17d08c8bcbf.jpeg",NULL,NULL,0
125,16,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/b43d3e52d586facd5f2a12775933dee7a013e369.jpeg",NULL,NULL,0
126,16,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/3dfcd8e7c5cbd6a078394e036114e092a41835a7.jpeg",NULL,NULL,0
127,16,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/1a90eebbc039e7b8aadaa3cbcc00b0700d98ab50.jpeg",NULL,NULL,0
128,16,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/725bffb39ad86ffbed97335527f3711abb3a3e47.jpg",NULL,NULL,0
129,16,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/e5df8a2613694775293f9ab44ece828995e458f7.jpg",NULL,NULL,0
130,16,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/74cce7c1c8d50d96d77d33725e6997317c19bd20.jpg",NULL,NULL,0
131,17,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/cbb01a38f0bd911bf392147115ec22ef8724b50b.jpeg",NULL,NULL,0
132,17,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/9e7246b13fbbcf95b8e895e5565f9de5b2ae8628.jpeg",NULL,NULL,0
133,17,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/352f42491086fa57e8f418fb70646aa38d3bdf60.jpeg",NULL,NULL,0
134,17,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/751b12e978077f6c4f02498bf3d3d2f09b8dbf03.jpeg",NULL,NULL,0
135,17,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/14e982db7fd8b28bf581844ec5673ea6ecede9af.jpeg",NULL,NULL,0
136,17,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/d826a8168092f75cfc65e83b4e4405da616b432c.jpeg",NULL,NULL,0
137,17,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/5a65d42b252945810a8a2d23d498570f3f1cb2eb.jpg",NULL,NULL,0
138,17,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/331c2ed24fdf2dc57e87ea285717e2f4190d2159.jpg",NULL,NULL,0
139,17,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/d88332a5d5977a05edb379baeb2e73e4ae43ca8a.jpg",NULL,NULL,0
140,17,"http://s3-ap-northeast-1.amazonaws.com/beauvo/imagecache/108833a1d93a8cc83a3696681545691aea6a2cdd.jpg",NULL,NULL,0
